Titulo,Ano,Duracao,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Hindi Medium,2017,132.0,Outra,,7.9/10,65/100,
Wonder Wheel,2017,101.0,Outra,13+,6.2/10,65/100,
This Beautiful Fantastic,2016,92.0,Outra,7+,7.0/10,65/100,
Night Hunter,2019,98.0,Outra,18+,5.9/10,65/100,
The Endless Summer,1966,95.0,Outra,7+,7.7/10,65/100,
Gringo,2018,111.0,Outra,18+,6.1/10,65/100,
Jay and Silent Bob Reboot,2019,105.0,Outra,18+,5.7/10,65/100,
Evil Eye,2020,90.0,Outra,,4.8/10,65/100,
Kabali,2016,153.0,Outra,18+,6.2/10,65/100,
Brad's Status,2017,102.0,Outra,18+,6.5/10,65/100,
Radioactive,2020,109.0,Outra,13+,6.2/10,65/100,
I'm Your Woman,2020,120.0,Outra,18+,6.2/10,65/100,
Beyond the Black Rainbow,2010,110.0,Outra,18+,6.0/10,65/100,
Starbuck,2011,105.0,Outra,18+,7.2/10,65/100,
T-34,2018,139.0,Outra,16+,6.7/10,65/100,
Reservation Road,2007,102.0,Outra,18+,6.7/10,65/100,
Beast,2018,107.0,Outra,18+,6.8/10,65/100,
Dil To Pagal Hai,1997,180.0,Outra,all,7.0/10,65/100,
Virus,2019,127.0,Outra,,7.9/10,65/100,
The Most Dangerous Game,1932,63.0,Outra,13+,7.1/10,65/100,
Who Killed the Electric Car?,2006,92.0,Outra,7+,7.6/10,65/100,
Come to Daddy,2020,96.0,Outra,18+,6.0/10,65/100,
Ta Ra Rum Pum,2007,153.0,Outra,all,5.6/10,65/100,
Children of a Lesser God,1986,119.0,Outra,18+,7.2/10,65/100,
That Sugar Film,2014,90.0,Outra,7+,7.5/10,65/100,
The Woman,2011,101.0,Outra,18+,6.0/10,65/100,
The Babysitters,2008,88.0,Outra,18+,5.6/10,65/100,
The Program,2015,99.0,Outra,13+,6.5/10,65/100,
A Mighty Heart,2007,108.0,Outra,18+,6.6/10,65/100,
The Night Eats the World,2018,93.0,Outra,16+,6.0/10,65/100,
The Tall Man,2012,106.0,Outra,18+,5.9/10,65/100,
Padmaavat,2018,164.0,Outra,,7.0/10,65/100,
OtherLife,2017,96.0,Outra,18+,6.3/10,65/100,
The Final Cut,2004,95.0,Outra,13+,6.2/10,65/100,
Nick of Time,1995,90.0,Outra,18+,6.3/10,65/100,
Rio Grande,1950,105.0,Outra,,7.1/10,65/100,
Big Bad Wolves,2013,110.0,Outra,,6.8/10,65/100,
I Spy,2002,97.0,Outra,13+,5.4/10,65/100,
Hard Rain,1998,97.0,Outra,18+,5.9/10,64/100,
Agent Sai Srinivasa Athreya,2019,148.0,Outra,,8.4/10,64/100,
Dead & Buried,1981,94.0,Outra,18+,6.6/10,64/100,
The King's Choice,2016,133.0,Outra,,7.1/10,64/100,
We Are Still Here,2015,84.0,Outra,,5.7/10,64/100,
The Brass Teapot,2012,101.0,Outra,18+,6.4/10,64/100,
Bottle Shock,2008,110.0,Outra,13+,6.8/10,64/100,
Troop Zero,2019,94.0,Outra,7+,6.9/10,64/100,
02:22,2017,98.0,Outra,13+,5.8/10,64/100,
Money Train,1995,110.0,Outra,18+,5.7/10,64/100,
Trees Lounge,1996,95.0,Outra,18+,7.1/10,64/100,
Guava Island,2019,55.0,Outra,18+,6.7/10,64/100,
Better Luck Tomorrow,2002,101.0,Outra,18+,7.0/10,64/100,
1492: Conquest of Paradise,1992,154.0,Outra,13+,6.5/10,64/100,
Teeth,2008,94.0,Outra,18+,5.4/10,64/100,
White Bird in a Blizzard,2014,91.0,Outra,18+,6.4/10,64/100,
The Barkley Marathons: The Race That Eats Its Young,2014,89.0,Outra,,7.8/10,64/100,
The Secret: Dare to Dream,2020,107.0,Outra,7+,6.5/10,64/100,
My Bloody Valentine,1981,101.0,Outra,18+,6.3/10,64/100,
Chemical Hearts,2020,93.0,Outra,18+,6.3/10,64/100,
Creepshow 2,1987,92.0,Outra,18+,6.1/10,64/100,
George Carlin: Life Is Worth Losing,2005,75.0,Outra,18+,8.3/10,64/100,
24 Hours to Live,2017,93.0,Outra,18+,5.8/10,64/100,
Meet John Doe,1941,135.0,Outra,,7.6/10,64/100,
Piranha,1978,88.0,Outra,18+,5.9/10,64/100,
The Kentucky Fried Movie,1977,83.0,Outra,18+,6.5/10,64/100,
Hobo with a Shotgun,2011,86.0,Outra,18+,6.1/10,64/100,
Cul-de-sac,1966,112.0,Outra,,7.1/10,64/100,
Hondo,1953,83.0,Outra,7+,7.1/10,64/100,
Wolf Creek 2,2013,106.0,Outra,,6.1/10,64/100,
Regression,2015,106.0,Outra,18+,5.7/10,64/100,
The Dark Valley,2014,115.0,Outra,,7.1/10,64/100,
The Little Shop of Horrors,1960,94.0,Outra,,6.3/10,64/100,
Detective Byomkesh Bakshy!,2015,139.0,Outra,18+,7.7/10,64/100,
Sands of Iwo Jima,1950,100.0,Outra,,7.1/10,64/100,
Space Pirate Captain Harlock,2013,115.0,Outra,13+,6.4/10,64/100,
Warlock,1989,103.0,Outra,18+,6.2/10,64/100,
9th Company,2005,139.0,Outra,18+,7.1/10,64/100,
10 Rillington Place,1971,111.0,Outra,7+,7.5/10,64/100,
Extracted,2012,89.0,Outra,18+,6.5/10,64/100,
The Grand Seduction,2013,113.0,Outra,13+,7.0/10,64/100,
The Double,2011,116.0,Outra,13+,5.9/10,64/100,
Marauders,2016,107.0,Outra,18+,5.5/10,64/100,
After the Dark,2013,107.0,Outra,18+,5.7/10,64/100,
Carnal Knowledge,1971,98.0,Outra,18+,7.0/10,64/100,
Same Kind of Different as Me,2017,119.0,Outra,13+,6.6/10,64/100,
I Give It a Year,2013,97.0,Outra,18+,5.7/10,64/100,
Last Shift,2014,88.0,Outra,18+,5.8/10,64/100,
Look Away,2018,103.0,Outra,18+,5.8/10,64/100,
The Transporter Refueled,2015,96.0,Outra,13+,5.2/10,64/100,
Blue Thunder,1983,109.0,Outra,18+,6.4/10,64/100,
The Attorney,2013,127.0,Outra,,7.7/10,64/100,
The Beastmaster,1982,118.0,Outra,7+,6.2/10,64/100,
Mortal,2020,104.0,Outra,18+,5.9/10,64/100,
Spread,2009,97.0,Outra,18+,5.8/10,64/100,
The Nutty Professor,1963,95.0,Outra,,6.7/10,64/100,
Kesari,2019,150.0,Outra,,7.4/10,64/100,
Tom Petty and the Heartbreakers: Runnin' Down a Dream,2007,259.0,Outra,,8.6/10,64/100,
Desert Bloom,1986,105.0,Outra,7+,6.6/10,63/100,
The Secret of Roan Inish,1994,103.0,Outra,7+,7.5/10,63/100,
Convoy,1978,110.0,Outra,7+,6.3/10,63/100,
One Step Behind the Seraphim,2017,150.0,Outra,13+,8.3/10,63/100,
Ladies vs Ricky Bahl,2011,140.0,Outra,,6.0/10,63/100,
100 Girls,2000,94.0,Outra,18+,5.8/10,63/100,
Karwaan,2018,114.0,Outra,,7.6/10,63/100,
Blind Fury,1989,86.0,Outra,18+,6.4/10,63/100,
Fat City,1972,96.0,Outra,7+,7.3/10,63/100,
Arkansas,2020,117.0,Outra,18+,6.0/10,63/100,
The Man with the Golden Arm,1955,119.0,Outra,,7.4/10,63/100,
USS Indianapolis: Men of Courage,2016,128.0,Outra,18+,5.3/10,63/100,
The Beast of War,1988,111.0,Outra,18+,7.3/10,63/100,
Black Butterfly,2017,93.0,Outra,18+,6.2/10,63/100,
Kansas City Confidential,1952,99.0,Outra,,7.4/10,63/100,
The Story of Adele H.,1975,96.0,Outra,7+,7.3/10,63/100,
Gleason,2016,110.0,Outra,18+,8.3/10,63/100,
Bob Roberts,1992,102.0,Outra,18+,7.0/10,63/100,
Drug War,2012,123.0,Outra,18+,7.0/10,63/100,
47 Meters Down: Uncaged,2019,90.0,Outra,13+,5.0/10,63/100,
Leatherheads,2008,114.0,Outra,13+,6.0/10,63/100,
Butter,2012,91.0,Outra,18+,6.2/10,63/100,
I.Q.,1994,100.0,Outra,7+,6.2/10,63/100,
Bachna Ae Haseeno,2008,152.0,Outra,7+,6.1/10,63/100,
Any Day Now,2012,60.0,Outra,18+,7.5/10,63/100,
The Front,1976,95.0,Outra,7+,7.3/10,63/100,
The Messengers,2007,90.0,Outra,13+,5.4/10,63/100,
A Girl Like Her,2015,91.0,Outra,13+,7.0/10,63/100,
The Strange Love of Martha Ivers,1946,116.0,Outra,,7.4/10,63/100,
Gloria Bell,2019,102.0,Outra,18+,6.3/10,63/100,
Soapdish,1991,97.0,Outra,13+,6.6/10,63/100,
When a Stranger Calls,1979,87.0,Outra,16+,6.5/10,63/100,
Frances,1982,140.0,Outra,18+,7.3/10,63/100,
Hatred,2016,150.0,Outra,,7.6/10,63/100,
Stella Dallas,1937,106.0,Outra,,7.4/10,63/100,
Beneath Hill 60,2010,122.0,Outra,18+,7.1/10,63/100,
The Animal,2001,84.0,Outra,13+,4.8/10,63/100,
Mikey and Nicky,1976,106.0,Outra,18+,7.4/10,63/100,
10 Items or Less,2006,82.0,Outra,18+,6.6/10,63/100,
The Stuff,1985,87.0,Outra,18+,5.9/10,63/100,
Reefer Madness: The Movie Musical,2006,112.0,Outra,18+,7.1/10,63/100,
Cold Skin,2017,108.0,Outra,16+,6.0/10,63/100,
April Fool's Day,1986,89.0,Outra,18+,6.2/10,63/100,
Just Friends,2018,96.0,Outra,,7.1/10,63/100,
Hatchet,2006,93.0,Outra,18+,5.7/10,63/100,
In the Electric Mist,2009,117.0,Outra,18+,6.1/10,63/100,
Bill Cunningham New York,2011,84.0,Outra,,7.9/10,63/100,
Kill Me Three Times,2015,90.0,Outra,18+,5.9/10,63/100,
Wishmaster,1997,90.0,Outra,18+,5.8/10,63/100,
Dhoom 2,2006,152.0,Outra,13+,6.6/10,63/100,
Mardaani,2014,113.0,Outra,13+,7.3/10,63/100,
Wonderstruck,2017,116.0,Outra,7+,6.2/10,63/100,
Split Second,1992,90.0,Outra,18+,6.2/10,63/100,
The Perfect Score,2004,93.0,Outra,13+,5.7/10,63/100,
Under the Boardwalk: The Monopoly Story,2011,88.0,Outra,all,6.2/10,63/100,
The Only Living Boy in New York,2017,89.0,Outra,18+,6.3/10,63/100,
Thoda Pyaar Thoda Magic,2008,145.0,Outra,,4.9/10,63/100,
Dante's Inferno: An Animated Epic,2010,84.0,Outra,18+,6.6/10,62/100,
The Vanishing,2019,107.0,Outra,18+,5.8/10,62/100,
LOL,2012,97.0,Outra,13+,4.4/10,62/100,
Georgia Rule,2007,113.0,Outra,18+,5.9/10,62/100,
Infinity Chamber,2016,103.0,Outra,,6.3/10,62/100,
Ninnu Kori,2017,137.0,Outra,,7.5/10,62/100,
Manhattan Night,2016,113.0,Outra,18+,6.2/10,62/100,
Journey's End,2017,107.0,Outra,18+,6.7/10,62/100,
Broken Blossoms,1919,90.0,Outra,13+,7.3/10,62/100,
Jab Tak Hai Jaan,2012,198.0,Outra,,6.7/10,62/100,
Beowulf & Grendel,2005,104.0,Outra,18+,5.8/10,62/100,
Dead End,1937,85.0,Outra,,7.3/10,62/100,
Ash Is Purest White,2018,136.0,Outra,,6.9/10,62/100,
Phase IV,1974,84.0,Outra,7+,6.5/10,62/100,
The Assignment,1997,95.0,Outra,18+,6.9/10,62/100,
The Naked Kiss,1964,90.0,Outra,,7.3/10,62/100,
Pet,2016,94.0,Outra,18+,5.7/10,62/100,
Bharat Ane Nenu,2018,173.0,Outra,7+,7.7/10,62/100,
Ashby,2015,100.0,Outra,18+,6.4/10,62/100,
Diary of a Mad Black Woman,2005,116.0,Outra,13+,5.8/10,62/100,
Janis: Little Girl Blue,2015,103.0,Outra,18+,7.4/10,62/100,
Goodachari,2018,147.0,Outra,,7.9/10,62/100,
Mario,2018,124.0,Outra,,7.4/10,62/100,
The Hitch-Hiker,1953,92.0,Outra,,7.0/10,62/100,
Fritz the Cat,1972,78.0,Outra,18+,6.3/10,62/100,
Daawat-e-Ishq,2014,118.0,Outra,7+,6.1/10,62/100,
Orphans,1998,101.0,Outra,,7.0/10,62/100,
Mondays in the Sun,2002,113.0,Outra,18+,7.6/10,62/100,
The Greatest Show on Earth,1952,152.0,Outra,,6.6/10,62/100,
Billionaire Boys Club,2018,108.0,Outra,18+,5.6/10,62/100,
Little Nemo: Adventures in Slumberland,1989,85.0,Outra,all,7.1/10,62/100,
Remo Williams: The Adventure Begins,1985,121.0,Outra,13+,6.5/10,62/100,
Gimme Danger,2016,108.0,Outra,18+,7.2/10,62/100,
Elvis & Nixon,2016,86.0,Outra,18+,6.4/10,62/100,
Texas Chainsaw 3D,2013,92.0,Outra,18+,4.8/10,62/100,
The Reef,2010,94.0,Outra,18+,5.8/10,62/100,
The Gambler,1974,111.0,Outra,18+,7.2/10,62/100,
Hired Gun,2017,98.0,Outra,,7.2/10,62/100,
Ladies in Lavender,2004,104.0,Outra,13+,7.0/10,62/100,
Boy Meets Girl,2015,100.0,Outra,18+,7.1/10,62/100,
I Wish,2011,128.0,Outra,7+,7.4/10,62/100,
360,2012,110.0,Outra,18+,6.2/10,62/100,
The Gruffalo's Child,2011,27.0,Outra,,7.1/10,62/100,
Motel Hell,1980,101.0,Outra,18+,6.0/10,62/100,
Bandslam,2009,111.0,Outra,7+,6.3/10,62/100,
Tab Hunter Confidential,2015,90.0,Outra,,7.6/10,62/100,
Powder Blue,2009,106.0,Outra,18+,6.3/10,62/100,
Tumbledown,2015,105.0,Outra,18+,6.2/10,62/100,
Deuce Bigalow: European Gigolo,2005,83.0,Outra,18+,4.7/10,62/100,
Donovan's Reef,1963,109.0,Outra,all,6.8/10,62/100,
Mao's Last Dancer,2009,117.0,Outra,7+,7.3/10,62/100,
He Walked by Night,1949,79.0,Outra,,7.1/10,61/100,
The Two Jakes,1990,137.0,Outra,18+,6.2/10,61/100,
Assault on Wall Street,2013,99.0,Outra,18+,6.0/10,61/100,
Herself,2020,97.0,Outra,18+,7.0/10,61/100,
Bleeding Steel,2017,109.0,Outra,18+,5.2/10,61/100,
Gett: The Trial of Viviane Amsalem,2014,115.0,Outra,,7.7/10,61/100,
Little Man,2006,98.0,Outra,13+,4.5/10,61/100,
Home for the Holidays,1995,103.0,Outra,13+,6.6/10,61/100,
Afternoon Delight,2013,98.0,Outra,18+,5.7/10,61/100,
Jathi Ratnalu,2021,145.0,Outra,,7.6/10,61/100,
Knights of Badassdom,2013,86.0,Outra,18+,5.6/10,61/100,
Daniel Isn't Real,2019,100.0,Outra,,6.1/10,61/100,
Sunday Bloody Sunday,1971,110.0,Outra,18+,7.0/10,61/100,
Jallikattu,2019,95.0,Outra,,7.5/10,61/100,
Careful What You Wish For,2015,91.0,Outra,18+,5.7/10,61/100,
Gold,2018,120.0,Outra,,7.3/10,61/100,
The Family Fang,2016,105.0,Outra,18+,6.1/10,61/100,
The Offence,1973,112.0,Outra,18+,7.0/10,61/100,
Interview,2007,107.0,Outra,18+,6.8/10,61/100,
The Band's Visit,2007,87.0,Outra,13+,7.5/10,61/100,
Mystery Road,2013,57.0,Outra,,6.6/10,61/100,
Final Score,2018,104.0,Outra,18+,5.8/10,61/100,
Diggstown,1992,98.0,Outra,18+,7.0/10,61/100,
Big Eden,2000,118.0,Outra,13+,7.3/10,61/100,
Of Human Bondage,1934,83.0,Outra,,7.1/10,61/100,
Horsemen,2009,90.0,Outra,18+,5.6/10,61/100,
Judas Kiss,1998,98.0,Outra,18+,6.2/10,61/100,
Target Number One,2020,125.0,Outra,18+,6.1/10,61/100,
Mad Money,2008,104.0,Outra,13+,5.8/10,61/100,
Blame It on Fidel!,2006,99.0,Outra,,7.5/10,61/100,
Band Baaja Baaraat,2010,139.0,Outra,7+,7.2/10,61/100,
Atlas Shrugged: Part I,2011,97.0,Outra,13+,5.6/10,61/100,
The Bang Bang Club,2010,106.0,Outra,18+,7.0/10,61/100,
What Have You Done to Solange?,1972,107.0,Outra,18+,7.0/10,61/100,
Standing in the Shadows of Motown,2002,108.0,Outra,7+,7.8/10,61/100,
Hyena Road,2015,120.0,Outra,18+,6.5/10,61/100,
HIT: The First Case,2020,125.0,Outra,,7.7/10,61/100,
Necessary Roughness,1991,108.0,Outra,13+,6.2/10,61/100,
Stomp the Yard,2007,115.0,Outra,13+,5.4/10,61/100,
The Winslow Boy,1999,104.0,Outra,all,7.3/10,61/100,
I'll Follow You Down,2013,93.0,Outra,13+,6.1/10,61/100,
The Wild Geese,1978,134.0,Outra,18+,6.8/10,61/100,
King of Thieves,2018,108.0,Outra,18+,5.5/10,61/100,
White Zombie,1932,69.0,Outra,,6.3/10,61/100,
The Possession of Michael King,2014,83.0,Outra,18+,5.7/10,61/100,
Heartburn,1986,108.0,Outra,18+,6.1/10,61/100,
Factory Girl,2006,100.0,Outra,18+,6.4/10,61/100,
The Resurrection of Jake The Snake,2015,93.0,Outra,,7.8/10,61/100,
Love Mocktail,2020,153.0,Outra,,8.3/10,61/100,
Love Liza,2002,90.0,Outra,18+,6.9/10,61/100,
The Original Kings of Comedy,2000,115.0,Outra,18+,6.8/10,61/100,
The Ones Below,2016,87.0,Outra,18+,6.1/10,61/100,
Black Box,2020,100.0,Outra,16+,6.2/10,61/100,
The Kill Team,2019,87.0,Outra,18+,5.9/10,61/100,
Cool World,1992,102.0,Outra,13+,4.9/10,61/100,
Do You Remember Dolly Bell?,1981,110.0,Outra,,7.6/10,61/100,
Blackbird,2019,97.0,Outra,18+,6.6/10,61/100,
Goldstone,2016,110.0,Outra,18+,6.5/10,61/100,
Penny Serenade,1941,119.0,Outra,,7.1/10,61/100,
Jeffrey,1995,92.0,Outra,18+,6.8/10,61/100,
Never Surrender: A Galaxy Quest Documentary,2019,95.0,Outra,13+,7.6/10,61/100,
Life with Father,1947,118.0,Outra,,7.2/10,61/100,
Hunting and Gathering,2007,97.0,Outra,,6.8/10,61/100,
2 Days in New York,2012,96.0,Outra,18+,6.0/10,61/100,
Right at Your Door,2006,96.0,Outra,18+,6.1/10,61/100,
Passion Fish,1992,135.0,Outra,18+,7.4/10,61/100,
The Lords of Salem,2012,101.0,Outra,18+,5.2/10,61/100,
Serena,2014,127.0,Outra,18+,5.4/10,61/100,
The Healer,2017,113.0,Outra,18+,6.3/10,61/100,
House of Hummingbird,2019,138.0,Outra,,7.4/10,60/100,
Super Size Me 2: Holy Chicken!,2019,93.0,Outra,13+,7.1/10,60/100,
Kaala Patthar,1979,176.0,Outra,all,7.7/10,60/100,
God of Love,2010,18.0,Outra,,7.6/10,60/100,
Dead Man on Campus,1998,96.0,Outra,18+,6.0/10,60/100,
The Opposite of Sex,1998,105.0,Outra,18+,6.4/10,60/100,
A Fantastic Fear of Everything,2012,100.0,Outra,18+,5.8/10,60/100,
Suddenly,1954,77.0,Outra,,6.8/10,60/100,
Clockwatchers,1997,96.0,Outra,13+,6.6/10,60/100,
Pay the Ghost,2015,94.0,Outra,,5.2/10,60/100,
Battles Without Honor and Humanity: Deadly Fight in Hiroshima,1973,99.0,Outra,,7.5/10,60/100,
The Phantom,1996,100.0,Outra,7+,5.0/10,60/100,
Jasper Mall,2020,85.0,Outra,,7.0/10,60/100,
The Little Princess,1939,93.0,Outra,all,7.2/10,60/100,
Candyman: Farewell to the Flesh,1995,95.0,Outra,18+,5.3/10,60/100,
Borderland,2007,105.0,Outra,18+,5.7/10,60/100,
Merantau,2009,134.0,Outra,18+,6.7/10,60/100,
Zakir Khan : Haq Se Single,2017,90.0,Outra,,8.6/10,60/100,
Tracers,2015,94.0,Outra,13+,5.6/10,60/100,
Maidentrip,2014,82.0,Outra,,7.5/10,60/100,
Monsters of Man,2020,131.0,Outra,18+,5.3/10,60/100,
Imagine That,2009,107.0,Outra,7+,5.6/10,60/100,
Tabu,1931,59.0,Outra,13+,7.5/10,60/100,
Dil Bole Hadippa!,2009,148.0,Outra,13+,4.6/10,60/100,
Babes in Toyland,1934,106.0,Disney +,,7.2/10,60/100,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding. But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses."
The Answer Man,2009,97.0,Outra,18+,6.4/10,60/100,
Silsila,1981,182.0,Outra,7+,7.3/10,60/100,
Ooops! Noah is Gone...,2015,87.0,Outra,all,5.8/10,60/100,
Stick Man,2015,27.0,Outra,all,7.2/10,60/100,
Operation Avalanche,2016,94.0,Outra,18+,6.1/10,60/100,
A Vigilante,2019,91.0,Outra,18+,5.7/10,60/100,
Saathiya,2002,138.0,Outra,,6.8/10,60/100,
Stander,2004,111.0,Outra,18+,7.1/10,60/100,
In Secret,2013,107.0,Outra,18+,6.1/10,60/100,
Dhamaal,2007,136.0,Outra,18+,7.3/10,60/100,
The Extraordinary Journey of the Fakir,2018,92.0,Outra,all,6.9/10,60/100,
Wish Upon a Star,1996,90.0,Outra,7+,6.7/10,60/100,
Did You Hear About the Morgans?,2009,103.0,Outra,13+,4.9/10,60/100,
The Last King,2016,99.0,Outra,18+,6.1/10,60/100,
I'll See You in My Dreams,2015,92.0,Outra,13+,6.7/10,60/100,
My Best Friend,2018,90.0,Outra,,6.8/10,60/100,
Mia and the White Lion,2018,98.0,Outra,7+,6.5/10,60/100,
Status Update,2018,106.0,Outra,13+,5.8/10,60/100,
School Daze,1988,121.0,Outra,18+,6.0/10,60/100,
The Perfect Game,2010,118.0,Outra,7+,6.9/10,60/100,
Operator,2016,88.0,Outra,,6.1/10,60/100,
The Delta Force,1986,125.0,Outra,18+,5.6/10,60/100,
Black Robe,1991,101.0,Outra,18+,7.1/10,60/100,
The Fare,2019,82.0,Outra,,6.3/10,60/100,
Bigil,2019,179.0,Outra,,7.0/10,60/100,
Stay Tuned,1992,88.0,Outra,7+,6.2/10,60/100,
The Baytown Outlaws,2012,98.0,Outra,18+,6.4/10,60/100,
...And God Created Woman,1956,95.0,Outra,7+,6.3/10,60/100,
Sufna,2020,144.0,Outra,,8.0/10,60/100,
Belle and Sebastian,2013,104.0,Outra,,6.9/10,60/100,
Fever Pitch,1997,104.0,Outra,18+,6.7/10,60/100,
Beyond Re-Animator,2003,96.0,Outra,18+,5.8/10,60/100,
The Accidental Husband,2008,90.0,Outra,13+,5.6/10,60/100,
The Comedy of Terrors,1964,84.0,Outra,,6.7/10,60/100,
Proof,1991,42.0,Outra,18+,7.2/10,60/100,
Jimmy O. Yang: Good Deal,2020,57.0,Outra,18+,7.2/10,60/100,
Oddball,2015,95.0,Outra,7+,6.4/10,60/100,
Jawaani Jaaneman,2020,119.0,Outra,,6.6/10,60/100,
Shivaay,2016,153.0,Outra,13+,6.2/10,60/100,
Back Roads,2019,101.0,Outra,,6.5/10,60/100,
The Count of Monte-Cristo,1975,119.0,Outra,,7.0/10,60/100,
C.H.U.D.,1984,88.0,Outra,18+,5.6/10,60/100,
Filmage: The Story of Descendents/All,2013,90.0,Outra,,8.2/10,60/100,
So Undercover,2012,94.0,Outra,13+,5.0/10,60/100,
Outpost,2008,90.0,Outra,18+,5.8/10,60/100,
Home Sweet Hell,2015,98.0,Outra,18+,5.5/10,60/100,
Woman on the Run,1950,77.0,Outra,7+,7.3/10,60/100,
Surviving Christmas,2004,91.0,Outra,13+,5.4/10,60/100,
Siberia,2018,92.0,Outra,16+,4.3/10,60/100,
More than a Game,2008,105.0,Outra,7+,7.6/10,60/100,
Chi-Raq,2015,127.0,Outra,18+,5.8/10,60/100,
Female Agents,2008,148.0,Outra,18+,6.8/10,60/100,
#UNFIT: The Psychology of Donald Trump,2020,83.0,Outra,,6.3/10,60/100,
I Am Dragon,2015,110.0,Outra,,6.9/10,60/100,
The Shooting,1966,82.0,Outra,all,6.6/10,60/100,
"Bon Voyage, Charlie Brown (and Don't Come Back!)",1980,75.0,Outra,all,7.3/10,60/100,
Salt of the Earth,1954,94.0,Outra,,7.4/10,60/100,
Cyrano de Bergerac,1950,137.0,Outra,,7.5/10,60/100,
The Long Walk Home,1990,97.0,Outra,7+,7.3/10,60/100,
Peterloo,2018,154.0,Outra,13+,6.5/10,60/100,
Cromwell,1970,139.0,Outra,all,6.9/10,60/100,
Heal,2017,106.0,Outra,,7.0/10,60/100,
The Confirmation,2016,101.0,Outra,13+,6.4/10,59/100,
Bang the Drum Slowly,1973,96.0,Outra,7+,6.9/10,59/100,
Storm Boy,2019,99.0,Outra,7+,6.9/10,59/100,
Technotise: Edit and I,2009,100.0,Outra,13+,7.4/10,59/100,
Cinderella,1965,,Disney +,all,7.8/10,59/100,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother."
Strange Wilderness,2008,87.0,Outra,18+,5.3/10,59/100,
Rampage,2009,107.0,Outra,18+,6.2/10,59/100,
Stitches,2012,86.0,Outra,18+,5.7/10,59/100,
Jamesy Boy,2014,109.0,Outra,18+,6.3/10,59/100,
"Tad, the Lost Explorer",2012,92.0,Outra,7+,5.9/10,59/100,
Permanent Midnight,1998,119.0,Outra,18+,6.2/10,59/100,
The Cheap Detective,1978,92.0,Outra,7+,6.5/10,59/100,
Inconceivable,2017,105.0,Outra,18+,5.2/10,59/100,
Hick,2011,99.0,Outra,18+,5.6/10,59/100,
Chato's Land,1972,100.0,Outra,7+,6.7/10,59/100,
I Capture the Castle,2003,113.0,Outra,18+,6.9/10,59/100,
Angoor,1982,131.0,Outra,,8.3/10,59/100,
A Turtle's Tale: Sammy's Adventures,2010,88.0,Outra,all,6.0/10,59/100,
Jade,1995,95.0,Outra,18+,5.3/10,59/100,
D-Day,2013,153.0,Outra,7+,7.2/10,59/100,
Pitfall,1948,86.0,Outra,,7.2/10,59/100,
The Commune,2016,111.0,Outra,18+,6.4/10,59/100,
500 Years,2017,105.0,Outra,,6.9/10,59/100,
Parallel,2021,104.0,Outra,18+,5.8/10,59/100,
Angel and the Badman,1947,100.0,Outra,all,6.9/10,59/100,
Escape Plan: The Extractors,2019,97.0,Outra,18+,4.4/10,59/100,
The Woman in Black 2: Angel of Death,2014,98.0,Outra,13+,4.8/10,59/100,
The Blood of Heroes,1989,90.0,Outra,18+,6.5/10,59/100,
The Bedroom Window,1987,112.0,Outra,18+,6.4/10,59/100,
About Alex,2014,99.0,Outra,18+,6.4/10,59/100,
The New Daughter,2009,108.0,Outra,13+,5.3/10,59/100,
My Heart Can't Beat Unless You Tell It To,2021,90.0,Outra,,6.2/10,59/100,
The Winning Season,2009,119.0,Outra,13+,6.6/10,59/100,
Dressed to Kill,1946,104.0,Outra,,6.8/10,59/100,
Kill Chain,2020,91.0,Outra,18+,5.0/10,59/100,
Frankie & Alice,2010,101.0,Outra,18+,6.5/10,59/100,
Biswa Kalyan Rath : Biswa Mast Aadmi,2017,75.0,Outra,,8.4/10,59/100,
All Nighter,2017,86.0,Outra,18+,5.8/10,59/100,
Madea's Witness Protection,2012,114.0,Outra,13+,4.9/10,59/100,
Where Hands Touch,2018,122.0,Outra,13+,6.4/10,59/100,
North Dallas Forty,1979,119.0,Outra,18+,7.0/10,59/100,
Shottas,2002,95.0,Outra,18+,6.2/10,59/100,
Escape Plan 2: Hades,2018,96.0,Outra,18+,3.9/10,59/100,
Project Gutenberg,2018,130.0,Outra,18+,6.9/10,59/100,
Mara,2018,98.0,Outra,18+,5.1/10,59/100,
Where the Red Fern Grows,1974,97.0,Outra,all,6.9/10,59/100,
Dead Birds,2004,91.0,Outra,18+,5.6/10,59/100,
Ladybugs,1992,90.0,Outra,13+,5.5/10,59/100,
Not Wanted,1949,91.0,Outra,,6.8/10,59/100,
Ae Dil Hai Mushkil,2016,158.0,Outra,13+,5.8/10,59/100,
Age of Heroes,2011,90.0,Outra,18+,5.6/10,59/100,
The Beckoning Silence,2007,73.0,Outra,7+,7.5/10,59/100,
The Tracker,2002,90.0,Outra,,7.4/10,59/100,
The Bachelors,2017,99.0,Outra,,6.8/10,59/100,
Wander,2020,94.0,Outra,18+,4.9/10,59/100,
