"Titulo","Ano","Escritor"
"WWE Superstars",2009,"Christopher DeJoseph"
"WWE Superstars",2009,"Vince McMahon"
"WWE Superstars",2009,"Brian Gewirtz"
"Showtime at the Apollo",1987,"Blake Bradford"
"Showtime at the Apollo",1987,"Vincent Cook"
"Showtime at the Apollo",1987,"Erma Holmes"
"Nightcap",2016,"Brendan Clifford"
"Nightcap",2016,"Alexandra Wentworth"
"Up to Speed",2012,"Timothy 'Speed' Levitch"
"Up to Speed",2012,"Richard Linklater"
"Behind Closed Doors",2011,"Juan Marcos Blanco"
"Behind Closed Doors",2011,"José Ignacio Valenzuela"
"Dot.",2016,"Meghan Read"
"Dead Again",2014,"Joe Venafro"
"Supernoobs",2015,"Scott Fellows"
"The Burger Show",2018,"Justin Bolois"
"Anderson Cooper 360°",2003,"Anderson Cooper"
"Anderson Cooper 360°",2003,"Kelly Daniel"
"Anderson Cooper 360°",2003,"Sanjay Gupta"
"Behind the Mask",2013,"Josh Greenbaum"
"Bloomberg Game Changers",2010,"Brian Knappenberger"
"Bloomberg Game Changers",2010,"Eric Salat"
"Future-Worm!",2016,"Todd Casey"
"Get Ace",2014,"Jack Christian"
"Get Ace",2014,"D.J. McPherson"
"The Masked Dancer",2020,"Brian Strickland"
"Mix: Meisei Story",2019,"Mitsuru Adachi"
"Mix: Meisei Story",2019,"Yoshifumi Fukushima"
"Mix: Meisei Story",2019,"Tatsuto Higuchi"
"Dreamland",2014,"Petra Biondina Volpe"
"Monster Fish",2009,"Jatuporn Athasopa"
"Monster Fish",2009,"Erin Buxton"
"Monster Fish",2009,"Ted Duvall"
"Daisy of Love",2009,"Cris Abrego"
"Daisy of Love",2009,"Mark Cronin"
"Sydney Sailboat",2015,"Richard Hansom"
"Sydney Sailboat",2015,"Clare Madsen"
"Sydney Sailboat",2015,"Kym Goldsworthy"
"LA Story",2014,"Autumn deVitry"
"Dinner with Dad",2017,"Jason Alexander"
"Dinner with Dad",2017,"Gabe Greenspan"
"A Little Late with Lilly Singh",2019,"Romen Borsellino"
"A Little Late with Lilly Singh",2019,"Jennifer Ann Burton"
"Hot Package",2013,"Derrick Beckles"
"Hot Package",2013,"Coert Donohue"
"Dama y Obrero",2013,"Gerardo Cadena"
"Dama y Obrero",2013,"José Ignacio Valenzuela"
"Dama y Obrero",2013,"Yutzil Martínez"
"Ellen's Greatest Night of Giveaways",2019,"Kevin A. Leman II"
"Ellen's Greatest Night of Giveaways",2019,"Ellen DeGeneres"
"Package Deal",2013,"Andrew Orenstein"
"New York Goes to Work",2009,"Cris Abrego"
"New York Goes to Work",2009,"Mark Cronin"
"RocketJump: The Show",2015,"Ben M. Waller"
"Missing",2010,"Roy Boulter"
"Missing",2010,"Mark Cairns"
"Missing",2010,"Mark Clompus"
"For & Against",2012,"Jim Morrison"
"NASA X",2012,"Mike Bibbo"
"NASA X",2012,"Kevin Krigsvold"
"Nerds and Monsters",2013,"Vito Viscomi"
"Terrific Trucks",2016,"MCM"
"Terrific Trucks",2016,"Craig Young"
"Terrific Trucks",2016,"Jennifer Daley"
"The Bravest Knight",2019,"Daniel Errico"
"The Bravest Knight",2019,"Randy Rogel"
"Dress to Impress",2017,"Matthew Crosby"
"Dress to Impress",2017,"Matt Edmondson"
"Fujiko",2015,"Yukiko Mari"
"Fujiko",2015,"Izumi Takahashi"
"Cuomo Prime Time",2017,"Chris Cuomo"
"Redacted Tonight",2014,"Lee Camp"
"Redacted Tonight",2014,"Abby Feldman"
"Redacted Tonight",2014,"John F. O'Donnell"
"Larry King Now",2013,"Scott Stenholm"
"Fox News Sunday",1996,"Megyn Kelly"
"Fox News Sunday",1996,"Dana Perino"
"Fox News Sunday",1996,"Chris Wallace"
"Sean in the Wild",2017,"Chris Schonberger"
"Last Call with Carson Daly",2002,"Tom Bell"
"Last Call with Carson Daly",2002,"Brent Bradshaw"
"Last Call with Carson Daly",2002,"Kevin Christy"
"Dish Nation",2011,"Stu Weiss"
"Dish Nation",2011,"Kris Fried"
"Rudy Maxa's World",2008,"Fran Dunaway"
"Rudy Maxa's World",2008,"Susan McNally"
"Rudy Maxa's World",2008,"Joe Pontecorvo"
"Great Chocolate Showdown",2020,"Jonathan Garcia Mainou"
"Great Chocolate Showdown",2020,"Mark Peacock"
"Great Chocolate Showdown",2020,"Pauline Rentzelos"
"Utawarerumono: The False Faces",2015,"Yoshifumi Fukushima"
"Utawarerumono: The False Faces",2015,"Chabo Higurashi"
"Utawarerumono: The False Faces",2015,"Takamitsu Kono"
"CNBC Titans",2010,"Risé Sanders-Weir"
"CNBC Titans",2010,"Bridget Sarno"
"Make This Tonight",2020,"Monti Carlo"
"Noches con Platanito",2013,"Victor Duenas"
"Noches con Platanito",2013,"Victor Hugo Garcia"
"La Diosa Coronada",2010,"Juan Camilo Ferrand"
"La Diosa Coronada",2010,"Roberto Stopello"
"HobbyKids Adventures",2019,"Butch Hartman"
"HobbyKids Adventures",2019,"Holly Payne"
"Consumer 101",2018,"Michelle Nelson"
"Consumer 101",2018,"Joe O'Brien"
"Consumer 101",2018,"Aidan Pickering"
"Grey's Anatomy: B-Team",2018,"Barbara Friend"
"Grey's Anatomy: B-Team",2018,"Shonda Rhimes"
"We Day 2017",2017,"Marni Van Dyk"
"Fields of Glory",2004,"Jerry Samuels"
"Behind the Bar",2011,"William Clift"
"NASA 360",2008,"Scott Bednar"
"NASA 360",2008,"Christina Carr"
"NASA 360",2008,"Rebecca Jaramillo"
"The Making of Frozen: A Return to Arendelle",2016,"Megan Harding"
"Amar y Temer",2011,"Frank Baiz Quevedo"
"Amar y Temer",2011,"Dago García"
"She's Living for This",2012,"Joey Arias"
"She's Living for This",2012,"Mx Justin Vivian Bond"
"AwesomenessTV",2013,"Kevin Fredericks"
"Counting On",2015,"Tori Holder"
"Counting On",2015,"Mary Wilcher"
"Los Beltrán",1999,"Mike Milligan"
"Los Beltrán",1999,"Carlos R. Bermúdez"
"Los Beltrán",1999,"Beth Dolan"
"Modd Couples",2015,"Terry Ray"
"Concertino",2011,"Gábor Ripli"
"ABC Primetime Nightline",2011,"Hana Karar"
"ABC Primetime Nightline",2011,"Victoria Thompson"
"Lo Que Callamos Las Mujeres",2012,"Guillermo Alarcon"
"Lo Que Callamos Las Mujeres",2012,"Antonella Andreani"
"Grey's Anatomy: Post-Op",2017,"Shonda Rhimes"
"Savage Kingdom",2016,"Brad Bestelink"
"Savage Kingdom",2016,"Patrick Makin"
"Savage Kingdom",2016,"Harry Marshall"
"Sad Hot Girls",2017,"Erin Miracle"
"Ryan's World Specials presented by pocket.watch",2019,"Jon Barnett"
"Ryan's World Specials presented by pocket.watch",2019,"Suzee Dunn"
"Ryan's World Specials presented by pocket.watch",2019,"John Fields"
"BBQuest",2018,"Emily Barbin"
"BBQuest",2018,"Douglas Bohrer"
"Pasión de Gavilanes",2003,"Carlos Fernández de Soto"
"Pasión de Gavilanes",2003,"Julio Jiménez"
"Pasión de Gavilanes",2003,"Iván Martínez Lozano"
"Lost in the Supermarket",2016,"Brian Smith"
"A Murder on Orchard Street",2017,"Christina Kiely"
"pocket.watch JillianTubeHD Ultimate mishmash",2018,"Agi Fodor"
"pocket.watch JillianTubeHD Ultimate mishmash",2018,"Liz Fodor"
"Trials of the Wild",2018,"James Byrne"
"Trials of the Wild",2018,"Timothy Dilworth"
"Trials of the Wild",2018,"Eleanor Grant"
"Aurora",2010,"Cristi Puiu"
"pocket.watch Ryan Toys Review Ultimate mishmash",2018,"Tallinn Kiefer"
"pocket.watch Ryan Toys Review Ultimate mishmash",2018,"Jon Barnett"
"pocket.watch Ryan Toys Review Ultimate mishmash",2018,"Jonathan M. Levine"
"Magic Eye Shark Movie",2013,"Megan Callahan-Shah"
"Mujeres Rompiendo el Silencio",2017,"Alejandra Testa"
"Mujeres Rompiendo el Silencio",2017,"Valentina Dominguez"
"Thingstarter",2013,"Lucas Klauss"
"Food Fetish",2011,"William Clift"
"Food Fetish",2011,"David Millbern"
"The Bravest Knight Who Ever Lived",2014,"Daniel Errico"
"Puertas al Mas Alla",2012,"Sandro Ventura"
"Out of Office with Brent Rose",2015,"Brent Rose"
"Pop Trigger",2012,"Brett Erlich"
"Pop Trigger",2012,"Bree Essrig"
"Pop Trigger",2012,"Amir Nikoui"
"Laughs",2015,"Kelsey Cook"
"Laughs",2015,"Alex Powers"
"Laughs",2015,"Chinedu Unaka"
"Hello World",2016,"Grant Slater"
"Hello World",2016,"Ashlee Vance"
"Tiny Nuts",2014,"Tay Barrett"
"Tiny Nuts",2014,"Caroline Goldfarb"
"The Boys",2019,"Garth Ennis"
"The Boys",2019,"Eric Kripke"
"Dexter",2006,"Jeff Lindsay"
"Dexter",2006,"James Manos Jr."
"House",2004,"David Shore"
"Mr. Robot",2015,"Sam Esmail"
"Mr. Robot",2015,"Randolph Leon"
"The Expanse",2015,"Daniel Abraham"
"Bosch",2015,"Eric Ellis Overmyer"
"Invincible",2021,"Robert Kirkman"
"Fleabag",2016,"Phoebe Waller-Bridge"
"The Americans",2013,"Joseph Weisberg"
"The Americans",2013,"Joel Fields"
"Billions",2016,"Brian Koppelman"
"The Marvelous Mrs. Maisel",2017,"Amy Sherman-Palladino"
"The Marvelous Mrs. Maisel",2017,"Noah Gardenswartz"
"Psych",2006,"Steve Franks"
"Psych",2006,"Andy Berman"
"The Night Manager",2016,"David Farr"
"The Night Manager",2016,"John le Carré"
"Orphan Black",2013,"Kim Coghill"
"Orphan Black",2013,"Andrew De Angelis"
"Orphan Black",2013,"Jeff Detsky"
"Chuck",2007,"Chris Fedak"
"Chuck",2007,"Josh Schwartz"
"The Fall",2013,"Allan Cubitt"
"Tom Clancy's Jack Ryan",2018,"Carlton Cuse"
"The Pacific",2010,"Laurence Andries"
"The Pacific",2010,"Michelle Ashford"
"The Pacific",2010,"Robert Leckie"
"Good Omens",2019,"Neil Gaiman"
"The Man in the High Castle",2015,"Philip K. Dick"
"The Man in the High Castle",2015,"Frank Spotnitz"
"Grimm",2011,"Stephen Carpenter"
"Grimm",2011,"David Greenwalt"
"The Family Man",2019,"Krishna D.K."
"Upload",2020,"Greg Daniels"
"Upload",2020,"Owen Daniels"
"Counterpart",2017,"Justin Marks"
"Counterpart",2017,"Gianna Sobol"
"Monk",2002,"Andy Breckman"
"The Grand Tour",2016,"James May"
"Black Books",2000,"Dylan Moran"
"Californication",2007,"Tom Kapinos"
"Californication",2007,"Gina Fattore"
"Eureka",2006,"Andrew Cosby"
"Animal Kingdom",2016,"Jonathan Lisco"
"Humans",2015,"Lars Lundström"
"Humans",2015,"Jonathan Brackley"
"Humans",2015,"Sam Vincent"
"Endeavour",2013,"Colin Dexter"
"Endeavour",2013,"Russell Lewis"
"Alias",2001,"J.J. Abrams"
"Alias",2001,"Jeff Pinkner"
"The Missing",2014,"Harry Williams"
"The Missing",2014,"Jack Williams"
"Sneaky Pete",2015,"Bryan Cranston"
"Sneaky Pete",2015,"David Shore"
"Father Ted",1995,"Graham Linehan"
"Father Ted",1995,"Arthur Mathews"
"The Mentalist",2008,"Bruno Heller"
"The Mentalist",2008,"Ken Woodruff"
"The Thick of It",2005,"Simon Blackwell"
"The Thick of It",2005,"Armando Iannucci"
"The Lost Room",2006,"Laura Harkcom"
"The Lost Room",2006,"Christopher Leone"
"River",2015,"Abi Morgan"
"The Affair",2014,"Hagai Levi"
"Undone",2019,"Raphael Bob-Waksberg"
"Undone",2019,"Lauren Otero"
"Poldark",2015,"Debbie Horsfield"
"Carnival Row",2019,"Travis Beacham"
"Wayne",2019,"Shawn Simmons"
"Wayne",2019,"Greg Coolidge"
"Farscape",1999,"Rockne S. O'Bannon"
"Victoria",2016,"Daisy Goodwin"
"Victoria",2016,"A.N. Wilson"
"Goliath",2016,"David E. Kelley"
"Goliath",2016,"Jonathan Shapiro"
"Catastrophe",2015,"Rob Delaney"
"Catastrophe",2015,"Sharon Horgan"
"Hanna",2019,"David Farr"
"SpongeBob SquarePants",1999,"Stephen Hillenburg"
"Extras",2005,"Ricky Gervais"
"Extras",2005,"Stephen Merchant"
"Two and a Half Men",2003,"Lee Aronsohn"
"Escape at Dannemora",2018,"Brett Johnson"
"Escape at Dannemora",2018,"Michael Tolkin"
"Patriot",2015,"Steve Conrad"
"Modern Love",2019,"John Carney"
"Modern Love",2019,"Tom Hall"
"Modern Love",2019,"Terri Cheney"
"Clarkson's Farm",2021,"Jeremy Clarkson"
"Gavin & Stacey",2007,"James Corden"
"Homecoming",2018,"Micah Bloomberg"
"City on a Hill",2019,"J.M. Holmes"
"Patrick Melrose",2018,"David Nicholls"
"Patrick Melrose",2018,"Edward St. Aubyn"
"Queer as Folk",1999,"Ron Cowen"
"Flack",2019,"Oliver Lansley"
"Mozart in the Jungle",2014,"Blair Tindall"
"The Tick",2016,"Ben Edlund"
"Tales from the Loop",2020,"Nathaniel Halpern"
"Tales from the Loop",2020,"Simon Stålenhag"
"Fortitude",2015,"Simon Donald"
"The Tunnel",2013,"Jamie Crichton"
"The Tunnel",2013,"Emma Frost"
"The Tunnel",2013,"Louise Ironside"
"The Wilds",2020,"Sarah Streicher"
"A Very English Scandal",2018,"Russell T. Davies"
"A Very English Scandal",2018,"John Preston"
"Salvation",2017,"Elizabeth Kruger"
"The Underground Railroad",2021,"Jihan Crowther"
"The Underground Railroad",2021,"Colson Whitehead"
"Red Oaks",2014,"Joe Gangemi"
"Tell Me Your Secrets",2021,"Harriet Warner"
"Tell Me Your Secrets",2021,"Steve Harper"
"Transparent",2014,"Joey Soloway"
"Loudermilk",2017,"Peter Farrelly"
"Britannia",2018,"Jez Butterworth"
"Britannia",2018,"Tom Butterworth"
"ZeroZeroZero",2020,"Leonardo Fasoli"
"Philip K. Dick's Electric Dreams",2017,"Philip K. Dick"
"Vinland Saga",2019,"Makoto Yukimura"
"Truth Seekers",2020,"Nick Frost"
"Truth Seekers",2020,"Simon Pegg"
"Magnum, P.I.",1980,"Donald P. Bellisario"
"Hunters",2020,"Zakiyyah Alexander"
"Hunters",2020,"Stacy Osei-Kuffour"
"Eerie, Indiana",1991,"Jose Rivera"
"Eerie, Indiana",1991,"Karl Schaefer"
"The Andy Griffith Show",1960,"Sheldon Leonard"
"The Andy Griffith Show",1960,"Aaron Ruben"
"Mirzapur",2018,"Puneet Krishna"
"Sanctuary",2008,"Damian Kindler"
"Them",2021,"Little Marvin"
"Them",2021,"Christina Ham"
"Detectorists",2014,"Mackenzie Crook"
"Tin Star",2017,"Rowan Joffe"
"The Durrells",2016,"Gerald Durrell"
"The Durrells",2016,"Simon Nye"
"Ordeal by Innocence",2018,"Agatha Christie"
"Ordeal by Innocence",2018,"Sarah Phelps"
"Get Shorty",2017,"Davey Holmes"
"Thirteen",2016,"Marnie Dickens"
"The Returned",2015,"Fabien Adda"
"The Returned",2015,"Robin Campillo"
"The Returned",2015,"Emmanuel Carrère"
"Trapped",2015,"Clive Bradley"
"ALF",1986,"Tom Patchett"
"Informer",2018,"Rory Haines"
"Informer",2018,"Sohrab Noshirvani"
"Alex Rider",2020,"Guy Burt"
"Alex Rider",2020,"Anthony Horowitz"
"Jesus of Nazareth",1977,"Anthony Burgess"
"Jesus of Nazareth",1977,"Suso Cecchi D'Amico"
"Jesus of Nazareth",1977,"Franco Zeffirelli"
"The Cosby Show",1984,"Bill Cosby"
"The Cosby Show",1984,"Michael Leeson"
"Absentia",2017,"Matthew Cirulnick"
"Grantchester",2014,"Daisy Coulam"
"The Men Who Built America",2012,"Randy Counsman"
"The Men Who Built America",2012,"Stephen David"
"The Men Who Built America",2012,"John Fahy"
"Too Old to Die Young",2019,"Ed Brubaker"
"Too Old to Die Young",2019,"Nicolas Winding Refn"
"Forever",2018,"Matt Hubbard"
"Dororo",2019,"Yasuko Kobayashi"
"Dororo",2019,"Osamu Tezuka"
"Good Girls Revolt",2015,"Dana Calvo"
"Good Girls Revolt",2015,"Lynn Povich"
"Secret Diary of a Call Girl",2007,"Belle de Jour"
"Secret Diary of a Call Girl",2007,"Paul Duane"
"Mad Dogs",2015,"Cris Cole"
"Home Fires",2015,"Simon Block"
"Home Fires",2015,"Julie Summers"
"Jean-Claude Van Johnson",2016,"Dave Callaham"
"Jean-Claude Van Johnson",2016,"Ashley Wigfield"
"Isabel",2012,"Joan Barbero"
"Isabel",2012,"Juan Carlos Blázquez"
"Isabel",2012,"Jordi Calafí"
"Vanity Fair",2018,"Gwyneth Hughes"
"Vanity Fair",2018,"William Makepeace Thackeray"
"Mad About You",1992,"Danny Jacobson"
"How the Universe Works",2010,"Madeleine Carter"
"How the Universe Works",2010,"Eleanor Grant"
"How the Universe Works",2010,"Oliver Marsh"
"Mister Rogers' Neighborhood",1968,"Fred Rogers"
"Hand of God",2014,"Ben Watkins"
"Silent Witness",1996,"Dudi Appleton"
"Arthur",1996,"Bruce Akiyama"
"The Carol Burnett Show",1967,"Bill Angelos"
"The Carol Burnett Show",1967,"Art Baer"
"Howards End",2017,"Kenneth Lonergan"
"Howards End",2017,"E.M. Forster"
"Wildfire",2005,"Michael Piller"
"A Gifted Man",2011,"Susannah Grant"
"A Gifted Man",2011,"Daniel Truly"
"Dance Academy",2010,"Samantha Strauss"
"Man vs. Wild",2006,"Hugh Ballantyne"
"Breaking In",2011,"Adam F. Goldberg"
"Bottom",1991,"Adrian Edmondson"
"Bottom",1991,"Rik Mayall"
"Paatal Lok",2020,"Sudip Sharma"
"Paatal Lok",2020,"Gunjit Chopra"
"Doctor Thorne",2016,"Julian Fellowes"
"Doctor Thorne",2016,"Anthony Trollope"
"The Royals",2015,"Mark Schwahn"
"Fresh Meat",2011,"Jesse Armstrong"
"The League of Gentlemen",1999,"Jeremy Dyson"
"The League of Gentlemen",1999,"Mark Gatiss"
"American Experience",1988,"Mark Zwonitzer"
"4 Blocks",2017,"Hanno Hackfort"
"The A Word",2016,"Peter Bowker"
"The A Word",2016,"Keren Margalit"
"Small Axe",2020,"Rebecca Lenkiewicz"
"Small Axe",2020,"Steve McQueen"
"Breathe",2018,"William Nicholson"
"Panic",2021,"Lauren Oliver"
"Survivorman",2004,"Les Stroud"
"Utopia",2020,"Ryan Enright"
"Utopia",2020,"Gillian Flynn"
"Banana Fish",2018,"Hiroshi Seko"
"Banana Fish",2018,"Akimi Yoshida"
"Sonic the Hedgehog",1993,"Pat Allee"
"Mission: Impossible",1966,"Bruce Geller"
"Mission: Impossible",1966,"Allan Balter"
"The Storyteller",1988,"Anthony Minghella"
"The Storyteller",1988,"Jim Henson"
"Between Two Ferns with Zach Galifianakis",2008,"Scott Aukerman"
"Between Two Ferns with Zach Galifianakis",2008,"BJ Porter"
"Guilt",2016,"Nichole Millard"
"Guilt",2016,"Kathryn Price"
"Grounded for Life",2001,"Bill Martin"
"The Last Tycoon",2016,"F. Scott Fitzgerald"
"The Last Tycoon",2016,"Billy Ray"
"Lore",2017,"David Chiu"
"Lore",2017,"Alyssa Clark"
"Lore",2017,"David Coggeshall"
"Cops",1989,"John Langley"
"Survivor's Remorse",2014,"Mike O'Malley"
"Comrade Detective",2017,"Brian Gatewood"
"Comrade Detective",2017,"Alessandro Tanaka"
"Wolfblood",2013,"Debbie Moon"
"Neverland",2011,"Nick Willing"
"Just Add Magic",2015,"John-Paul Nickel"
"Malgudi Days",1987,"Samir Rajda"
"Malgudi Days",1987,"R.K. Narayan"
"The Widow",2019,"Harry Williams"
"The Widow",2019,"Jack Williams"
"El Cid",2020,"Luis Arranz"
"All or Nothing: Manchester City",2018,"Paul Bell"
"All or Nothing: Manchester City",2018,"Pep Blay"
"All or Nothing: Manchester City",2018,"David Chidlow"
"Totally Spies!",2001,"Michelle Lamoreaux"
"Underbelly",2008,"Niki Aken"
"Underbelly",2008,"Peter Gawler"
"Underbelly",2008,"Greg Haddrick"
"Our Girl",2014,"Tony Grounds"
"Reading Rainbow",1983,"Ellen Schecter"
"Reading Rainbow",1983,"Ronnie Krauss"
"Kill Me, Heal Me",2015,"Su-wan Jin"
"Ted Bundy: Falling for a Killer",2020,"Richard O'Regan"
"Ted Bundy: Falling for a Killer",2020,"Carolyn Saunders"
"Dr. Quinn, Medicine Woman",1993,"Beth Sullivan"
"The Romanoffs",2018,"Jenna Noel Frazier"
"The Romanoffs",2018,"Michael Goldbach"
"Republic of Doyle",2010,"Perry Chafe"
"Inside Edge",2017,"Karan Anshuman"
"The Feed",2019,"Michael Clarkson"
"The Feed",2019,"Rachel De-Lahay"
"The Feed",2019,"Tom Moran"
"The Last Post",2017,"Peter Moffat"
"The Last Post",2017,"Mick Collins"
"I Shouldn't Be Alive",2005,"Jenny Ash"
"I Shouldn't Be Alive",2005,"Ian Barnes"
"Halo 4: Forward Unto Dawn",2012,"Aaron Helbing"
"Halo 4: Forward Unto Dawn",2012,"Todd Helbing"
"Four More Shots Please",2019,"Devika Bhagat"
"Four More Shots Please",2019,"Ishita Moitra"
"The Lost World",1999,"Arthur Conan Doyle"
"The Lost World",1999,"Nick Jacobs"
"All or Nothing",2016,"Konstantinos Pateronis"
"Appropriate Adult",2011,"Neil McKay"
"Mr. Bean: The Animated Series",2002,"Rowan Atkinson"
"Picnic at Hanging Rock",2018,"Joan Lindsay"
"Picnic at Hanging Rock",2018,"Beatrix Christian"
"Picnic at Hanging Rock",2018,"Alice Addison"
"Frontline",1983,"Daffodil Altan"
"Frontline",1983,"Kevin Anderson"
"Frontline",1983,"Betsey Arledge"
"Little Women",2017,"Louisa May Alcott"
"Little Women",2017,"Heidi Thomas"
"Solos",2021,"David Weil"
"Solos",2021,"Bekka Bowling"
"Earth: Final Conflict",1997,"Gene Roddenberry"
"Earth: Final Conflict",1997,"George Geiger"
"The ABC Murders",2018,"Agatha Christie"
"The ABC Murders",2018,"Sarah Phelps"
"Indian Summers",2015,"Paul Rutman"
"Sea Patrol",2007,"Di McElroy"
"Sea Patrol",2007,"Hal McElroy"
"Inside Men",2012,"Tony Basgallop"
"The Backyardigans",2004,"Janice Burgess"
"ReGenesis",2004,"Christina Jennings"
"ReGenesis",2004,"Avrum Jacobson"
"September Mornings",2021,"Alice Marcone"
"September Mornings",2021,"Marcelo Montenegro"
"September Mornings",2021,"Josefina Trotta"
"Blood & Treasure",2019,"Matthew Federman"
"Betas",2013,"Ken Cheng"
"Betas",2013,"Evan Endicott"
"Falling Water",2016,"Henry Bromell"
"Falling Water",2016,"Blake Masters"
"Made in Heaven",2019,"Zoya Akhtar"
"Made in Heaven",2019,"Reema Kagti"
"Hunting Hitler",2015,"Dave Hoffman"
"A Different World",1987,"Bill Cosby"
"A Different World",1987,"Susan Fales-Hill"
"Wotakoi: Love is Hard for Otaku",2018,"Fujita"
"Wotakoi: Love is Hard for Otaku",2018,"Yoshimasa Hiraike"
"Laakhon Mein Ek",2017,"Biswa Kalyan Rath"
"Laakhon Mein Ek",2017,"Hussain Haidry"
"Laakhon Mein Ek",2017,"Abhishek Sengupta"
"Dilbert",1999,"Scott Adams"
"Time Team",1994,"Matthew Booi"
"Time Team",1994,"Stephen Milton"
"Time Team",1994,"Tony Robinson"
"Cagney & Lacey",1982,"Barbara Avedon"
"Paradise City",2021,"Ash Avildsen"
"Cyberchase",2002,"George Arthur Bloom"
"The Pale Horse",2020,"Agatha Christie"
"The Pale Horse",2020,"Sarah Phelps"
"Wild Kratts",2011,"Chris Kratt"
"Breathe: Into the Shadows",2020,"Bhavani Iyer"
"Breathe: Into the Shadows",2020,"Arshad Sayed"
"Breathe: Into the Shadows",2020,"Mayank Sharma"
"Bubble Guppies",2011,"Jonny Belt"
"Clifford the Big Red Dog",2000,"Norman Bridwell"
"Clifford the Big Red Dog",2000,"Sindy McKay"
"Inazuma Eleven",2008,"Akihiro Hino"
"Inazuma Eleven",2008,"Atsuhiro Tomioka"
"Drifters",2013,"Jessica Knappett"
"Touching Evil",1997,"Paul Abbott"
"Touching Evil",1997,"Mike Cullen"
"Thunderbirds",1965,"Gerry Anderson"
"Thunderbirds",1965,"Sylvia Anderson"
"Thriller",1960,"Robert Hardy Andrews"
"Thriller",1960,"Charlotte Armstrong"
"Gortimer Gibbon's Life on Normal Street",2014,"David Anaxagoras"
"The Bernie Mac Show",2001,"Bernie Mac"
"The Bernie Mac Show",2001,"Larry Wilmore"
"Dr. G: Medical Examiner",2004,"Jess Beck"
"Dr. G: Medical Examiner",2004,"Lizzie Blenk"
"Dr. G: Medical Examiner",2004,"Michael J. Cargill"
"David Copperfield",1999,"Charles Dickens"
"David Copperfield",1999,"Adrian Hodges"
"Say Yes to the Dress",2007,"Richard Vagg"
"Red Rock",2015,"Kim Revill"
"Almost Royal",2014,"Dominic English"
"Almost Royal",2014,"Ed Gamble"
"Wu-Tang Clan: Of Mics and Men",2019,"Paul Greenhouse"
"Wu-Tang Clan: Of Mics and Men",2019,"Sacha Jenkins"
"Wu-Tang Clan: Of Mics and Men",2019,"Peter J. Scalettar"
"Daniel Tiger's Neighborhood",2012,"Fred Rogers"
"Daniel Tiger's Neighborhood",2012,"Becky Friedman"
"Criminal Minds: Suspect Behavior",2011,"Edward Allen Bernero"
"Criminal Minds: Suspect Behavior",2011,"Chris Mundy"
"Whites",2010,"Matt King"
"Whites",2010,"Oliver Lansley"
"How the States Got Their Shapes",2010,"Bradley Hague"
"How the States Got Their Shapes",2010,"Chris Sondreal"
"One Mississippi",2016,"Diablo Cody"
"One Mississippi",2016,"Tig Notaro"
"Rick Steves' Europe",2000,"Steve Cammarano"
"Rick Steves' Europe",2000,"Cameron Hewitt"
